Copy of Services for Cancellation (Updated) - All
Category,Subcategory,Name,Plan,Price,Steps,Primary Cancellation,Secondary Cancellation
Design Software,,AutoDesk Inventor,3 Year,£181.00/month,"1. Go to [https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions](https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions) and log in if necessary.
2. Click the product you want to cancel to display the subscription details.
3. Click the Auto-renew button to turn it to off.
4. In the Confirm renewal setting message that appears, click Turn off. The subscription expiration date displays to indicate the date your subscription and software access will end.",https://manage.autodesk.com/cep/?&_ga=2.134462577.1279688067.1594823693-1029281389.1594823693#orders/subscriptions,https://knowledge.autodesk.com/customer-service/account-management/billing-orders/cancel-subscription/cancel-auto-renewal-accounts
Design Software,,AutoDesk AutoCAD,Monthly,£234.00/month,"1. Go to [https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions](https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions) and log in if necessary.
2. Click the product you want to cancel to display the subscription details.
3. Click the Auto-renew button to turn it to off.
4. In the Confirm renewal setting message that appears, click Turn off. The subscription expiration date displays to indicate the date your subscription and software access will end.",https://manage.autodesk.com/cep/?&_ga=2.134462577.1279688067.1594823693-1029281389.1594823693#orders/subscriptions,https://knowledge.autodesk.com/customer-service/account-management/billing-orders/cancel-subscription/cancel-auto-renewal-accounts
Design Software,,AutoDesk AutoCAD,1 Year,£158.00/month,"1. Go to [https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions](https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions) and log in if necessary.
2. Click the product you want to cancel to display the subscription details.
3. Click the Auto-renew button to turn it to off.
4. In the Confirm renewal setting message that appears, click Turn off. The subscription expiration date displays to indicate the date your subscription and software access will end.",https://manage.autodesk.com/cep/?&_ga=2.134462577.1279688067.1594823693-1029281389.1594823693#orders/subscriptions,https://knowledge.autodesk.com/customer-service/account-management/billing-orders/cancel-subscription/cancel-auto-renewal-accounts
Design Software,,AutoDesk AutoCAD,3 Year,£142.00/month,"1. Go to [https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions](https://manage.autodesk.com/cep/?_ga=2.169578657.1279688067.1594823693-1029281389.1594823693#orders/subscriptions) and log in if necessary.
2. Click the product you want to cancel to display the subscription details.
3. Click the Auto-renew button to turn it to off.
4. In the Confirm renewal setting message that appears, click Turn off. The subscription expiration date displays to indicate the date your subscription and software access will end.",https://manage.autodesk.com/cep/?&_ga=2.134462577.1279688067.1594823693-1029281389.1594823693#orders/subscriptions,https://knowledge.autodesk.com/customer-service/account-management/billing-orders/cancel-subscription/cancel-auto-renewal-accounts
Design Software,,ACDSee Photo Studio,365 Monthly,£7.12/month,"1. To cancel your subscription, contact customer care using the form at [https://www.acdsee.com/en/support/form/](https://www.acdsee.com/en/support/form/)
2. Alternatively, use their customer service phone number +1-888-767-9888.",https://www.acdsee.com/en/support/form/,https://www.acdsee.com/en/faq-items/cancel-auto-renew/
Design Software,,ACDSee Photo Studio,365 Yearly,£71.99/year,"1. To cancel your subscription, contact customer care using the form at [https://www.acdsee.com/en/support/form/](https://www.acdsee.com/en/support/form/)
2. Alternatively, use their customer service phone number +1-888-767-9888.",https://www.acdsee.com/en/support/form/,https://www.acdsee.com/en/faq-items/cancel-auto-renew/
Design Software,,CyberLink PhotoDirector,PhotoDirector 365 Monthly,£13.99/month,"1. Sign in to [https://membership.cyberlink.com/prog/member/service/index.do?lang=ENU](https://membership.cyberlink.com/prog/member/service/index.do?lang=ENU)
2. Go to My Subscription Plan.
3. Click Manage My Subscription
4. Click Turn off auto renewal.",https://membership.cyberlink.com/prog/member/sign-in.do?lang=ENU,https://www.cyberlink.com/support/faq-content.do?id=16767
Design Software,,CyberLink PhotoDirector,PhotoDirector 365 Annual,£49.99/year,"1. Sign in to [https://membership.cyberlink.com/prog/member/service/index.do?lang=ENU](https://membership.cyberlink.com/prog/member/service/index.do?lang=ENU)
2. Go to My Subscription Plan.
3. Click Manage My Subscription
4. Click Turn off auto renewal.",https://membership.cyberlink.com/prog/member/sign-in.do?lang=ENU,https://www.cyberlink.com/support/faq-content.do?id=16767
Food,Food Delivery,Deliveroo,Plus,£11.49/month,"1. Go to [https://deliveroo.co.uk](https://deliveroo.co.uk/account) and log in if necessary.
2. Click on Account in the menu sidebar.
3. Scroll down to Deliveroo Plus.
4. Click on Cancel your subscription.",https://deliveroo.co.uk,https://deliveroo.co.uk/faq
Food,Food Boxes,Hello Fresh,Standard Plan,£5.00/serving,"1. Log in at [https://www.hellofresh.co.uk/](https://www.hellofresh.co.uk/)
2. Click on 'Your Account Settings'.
3. Click the small edit box under 'Subscription Info'.
4. Click on 'cancel my subscription' at the bottom of the page.
5. Follow the steps to deactivate.",https://www.hellofresh.co.uk/,https://emma-app.com/how-to-cancel-hello-fresh
Food,Food Boxes,TheVeganKind,Lifestyle Box (every month),£13.15/month,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Lifestyle Box (every 3 months),£12.15/month,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Lifestyle Box (every 6 months),£11.65/month,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Lifestyle Box (every year),£11.15/month,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Beauty Box (2 months/1 box),£18.15/box,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Beauty Box (6 months/3 boxes),£16.65/box,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,TheVeganKind,Beauty Box (1 year/6 boxes),£15.90/box,"1. Go to [https://www.thevegankind.com/](https://www.thevegankind.com/) and log in if necessary.
2. Click on the button on the right hand side of your active subscription which says Amend.
3. Follow the steps on the cancellation page.",https://www.thevegankind.com/,https://thevegankindhelp.zendesk.com/hc/en-us/articles/360014215551-I-want-to-cancel-my-subscription
Food,Food Boxes,BirchBox,Monthly,£12.95/month,"1. Go to [https://www.birchbox.co.uk/](https://www.birchbox.co.uk/) and log in if necessary.
2. Visit your Account settings.
3. Under Box Details select Cancel My Subscription. You will be prompted to fill out a very short survey and confirm your cancellation.",https://www.birchbox.co.uk/,https://support.birchbox.co.uk/hc/en-gb/articles/360044410971-How-Can-I-Cancel-My-Subscription-
Food,Food Boxes,BirchBox,3 Monthly,£12.95/month,"1. Go to [https://www.birchbox.co.uk/](https://www.birchbox.co.uk/) and log in if necessary.
2. Visit your Account settings.
3. Under Box Details select Cancel My Subscription. You will be prompted to fill out a very short survey and confirm your cancellation.",https://www.birchbox.co.uk/,https://support.birchbox.co.uk/hc/en-gb/articles/360044410971-How-Can-I-Cancel-My-Subscription-
Food,Food Boxes,BirchBox,6 Monthly,£12.46/month,"1. Go to [https://www.birchbox.co.uk/](https://www.birchbox.co.uk/) and log in if necessary.
2. Visit your Account settings.
3. Under Box Details select Cancel My Subscription. You will be prompted to fill out a very short survey and confirm your cancellation.",https://www.birchbox.co.uk/,https://support.birchbox.co.uk/hc/en-gb/articles/360044410971-How-Can-I-Cancel-My-Subscription-
Food,Food Boxes,BirchBox,Yearly,£12.12/month,"1. Go to [https://www.birchbox.co.uk/](https://www.birchbox.co.uk/) and log in if necessary.
2. Visit your Account settings.
3. Under Box Details select Cancel My Subscription. You will be prompted to fill out a very short survey and confirm your cancellation.",https://www.birchbox.co.uk/,https://support.birchbox.co.uk/hc/en-gb/articles/360044410971-How-Can-I-Cancel-My-Subscription-
Food,Food Boxes,Graze,Tailored Snack Box,£4.49/box,"1. Go to [https://www.graze.com/](https://www.graze.com/uk) and log in if necessary.
2. Go to your ""my graze"" page and scroll down to ""my boxes"".
3. Click 'manage my box' or 'manage one-off box' depending on the order you wish to cancel:
4. Click cancel this box.
5. Make sure you click through any further options until you see confirmation of your cancellation.",https://www.graze.com/uk,https://uk.help.graze.com/hc/en-gb/articles/115000308849-how-do-I-cancel-deliveries-of-my-subscription-boxes-
Food,Drink Boxes,Pact Coffee,,Prices vary,"1. Go to [https://www.pactcoffee.com/](https://www.pactcoffee.com/) and log in if necessary.
2. Check the left hand side on your account.
3. Click on Your Coffee Plans on the left hand side.
4. Select Amend.
5. Hit the Cancel button at the bottom of any of your active plans.",https://www.pactcoffee.com/,https://emma-app.com/how-to-cancel-pact-coffee
Food,Drink Boxes,Craft Gin Club,Monthly,£40.00/box,"1. Cancellation can only be achieved through email at [members@craftginclub.co.uk](mailto:members@craftginclub.co.uk)
2. Wait for response confirming cancellation.",,members@craftginclub.co.uk
Food,Drink Boxes,Craft Gin Club,Bi-Monthly,£40.00/box,"1. Cancellation can only be achieved through email at [members@craftginclub.co.uk](mailto:members@craftginclub.co.uk)
2. Wait for response confirming cancellation.",,members@craftginclub.co.uk
Food,Drink Boxes,Craft Gin Club,Quarterly,£40.00/box,"1. Cancellation can only be achieved through email at [members@craftginclub.co.uk](mailto:members@craftginclub.co.uk)
2. Wait for response confirming cancellation.",,members@craftginclub.co.uk
Online Video Calling,,Skype,Mobiles and Landlines,£6.00/month,"1. Go to [http://www.skype.com/go/myaccount](http://www.skype.com/go/myaccount) and log in if necessary.
2. Upon access to your Skype account profile page, select Manage for the subscription you want to cancel. If you don't see the Manage button, it might be because you have Skype Credit rather than a subscription.
3. Select Cancel subscription.
4. Select the radio button next to your reason for cancelling, and then select Cancel subscription to confirm your cancellation.",http://www.skype.com/go/myaccount,https://support.skype.com/en/faq/FA1881/how-do-i-cancel-or-change-my-skype-subscription
Online Video Calling,,Zoom,Pro,£11.99/month,"1. Go to [https://zoom.us/](https://zoom.us/) and log in if necessary.
2. Click Account Management, then click Billing.
3. On the Current Plans tab, click Cancel Subscription.
4. Confirm your request by selecting Cancel Subscription.
5. Choose why you would no longer like to renew your subscription.
6. Once complete, click Submit.",https://zoom.us/,https://support.zoom.us/hc/en-us/articles/203634215-Cancelling-your-subscription
Online Video Calling,,Zoom,Business ,£15.99/month,"1. Go to [https://zoom.us/](https://zoom.us/) and log in if necessary.
2. Click Account Management, then click Billing.
3. On the Current Plans tab, click Cancel Subscription.
4. Confirm your request by selecting Cancel Subscription.
5. Choose why you would no longer like to renew your subscription.
6. Once complete, click Submit.",https://zoom.us/,https://support.zoom.us/hc/en-us/articles/203634215-Cancelling-your-subscription
Online Video Calling,,Zoom,Enterprise,£15.99/month,"1. Go to [https://zoom.us/](https://zoom.us/) and log in if necessary.
2. Click Account Management, then click Billing.
3. On the Current Plans tab, click Cancel Subscription.
4. Confirm your request by selecting Cancel Subscription.
5. Choose why you would no longer like to renew your subscription.
6. Once complete, click Submit.",https://zoom.us/,https://support.zoom.us/hc/en-us/articles/203634215-Cancelling-your-subscription
Cloud Storage,,DropBox,Plus,£7.99/month,"1. Go to [https://www.dropbox.com/en_GB?_hp=c](https://www.dropbox.com/en_GB?_hp=c) and log in if necessary.
2. Click your avatar (profile picture or face icon) in the upper-right corner.
3. Click Settings.
4. Click the Plan tab
5. Click Cancel plan at the bottom of the page. If you don’t see Cancel plan, you may have signed up for Dropbox on your mobile device. If you did, downgrade your plan with iTunes or Google Play.
6. Scroll down, and click I still want to downgrade.
7. Select the reason why you want to cancel. 
8. Click Continue.
9. Scroll down, and click I still want to downgrade. You should receive email confirmation.",https://www.dropbox.com/en_GB?_hp=c,https://help.dropbox.com/accounts-billing/cancellations-refunds/downgrade-dropbox-plus-professional-plans
Cloud Storage,,DropBox,Professional,£16.58/month,"1. Go to [https://www.dropbox.com/en_GB?_hp=c](https://www.dropbox.com/en_GB?_hp=c) and log in if necessary.
2. Click your avatar (profile picture or face icon) in the upper-right corner.
3. Click Settings.
4. Click the Plan tab
5. Click Cancel plan at the bottom of the page. If you don’t see Cancel plan, you may have signed up for Dropbox on your mobile device. If you did, downgrade your plan with iTunes or Google Play.
6. Scroll down, and click I still want to downgrade.
7. Select the reason why you want to cancel. 
8. Click Continue.
9. Scroll down, and click I still want to downgrade. You should receive email confirmation.",https://www.dropbox.com/en_GB?_hp=c,https://help.dropbox.com/accounts-billing/cancellations-refunds/downgrade-dropbox-plus-professional-plans
Cloud Storage,,Google Drive,100GB,£1.59/month,"1. Go to [www.google.com/settings/storage](https://www.google.com/settings/storage).
2. Sign in to the Google Account where you purchased storage.
3. Under your plan, click Cancel.
4. Review changes to storage that will take place after cancellation. Confirm by clicking Cancel plan.
5. You'll receive an email confirming the cancellation of your subscription. At the start of the next month of your plan, you'll be downgraded to the free storage levels for Google Drive, Google Photos and Gmail.",https://www.google.com/settings/storage,https://support.google.com/drive/answer/2736362?hl=en-GB
Cloud Storage,,Google Drive,200GB,£2.49/month,"1. Go to [www.google.com/settings/storage](https://www.google.com/settings/storage).
2. Sign in to the Google Account where you purchased storage.
3. Under your plan, click Cancel.
4. Review changes to storage that will take place after cancellation. Confirm by clicking Cancel plan.
5. You'll receive an email confirming the cancellation of your subscription. At the start of the next month of your plan, you'll be downgraded to the free storage levels for Google Drive, Google Photos and Gmail.",https://www.google.com/settings/storage,https://support.google.com/drive/answer/2736362?hl=en-GB
Cloud Storage,,Google Drive,1TB,£7.99/month,"1. Go to [www.google.com/settings/storage](https://www.google.com/settings/storage).
2. Sign in to the Google Account where you purchased storage.
3. Under your plan, click Cancel.
4. Review changes to storage that will take place after cancellation. Confirm by clicking Cancel plan.
5. You'll receive an email confirming the cancellation of your subscription. At the start of the next month of your plan, you'll be downgraded to the free storage levels for Google Drive, Google Photos and Gmail.",https://www.google.com/settings/storage,https://support.google.com/drive/answer/2736362?hl=en-GB
Business,Organising,Evernote,Premium,£4.99/month,"Using the new payments system:
1. Go to your account settings and log in if necessary: [https://www.evernote.com/Settings.action](https://www.evernote.com/Settings.action)
2. Select Billing from the left navigation menu.
3. At the bottom of the Billing page, select Cancel your Evernote subscription.
4. Scroll to the bottom of the page and click Downgrade to Basic.
5. Select a reason for canceling the subscription.
6. Click the Cancel subscription button.

Using the older payments system:
1. Go to your account settings and log in if necessary: [https://www.evernote.com/Settings.action](https://www.evernote.com/Settings.action)
2. Select Manage subscription on the 'Account Summary' page.
3. Select Evernote Basic (a free Evernote account).",https://www.evernote.com/Settings.action,https://help.evernote.com/hc/en-us/articles/115005949208-How-to-cancel-your-Evernote-Premium-subscription
Business,Organising,Evernote,Business,£10.99/month,"Using the new payments system:
1. Go to your account settings and log in if necessary: [https://www.evernote.com/Settings.action](https://www.evernote.com/Settings.action)
2. Select Billing from the left navigation menu.
3. At the bottom of the Billing page, select Cancel your Evernote subscription.
4. Scroll to the bottom of the page and click Downgrade to Basic.
5. Select a reason for canceling the subscription.
6. Click the Cancel subscription button.

Using the older payments system:
1. Go to your account settings and log in if necessary: [https://www.evernote.com/Settings.action](https://www.evernote.com/Settings.action)
2. Select Manage subscription on the 'Account Summary' page.
3. Select Evernote Basic (a free Evernote account).",https://www.evernote.com/Settings.action,https://help.evernote.com/hc/en-us/articles/115005949208-How-to-cancel-your-Evernote-Premium-subscription
Business,Organising,Trello,Monthly,$3.75/month,"Note: To cancel, you will need to be a team administrator.
1. Go to your own profile at [https://trello.com/your-team-name/billing](https://trello.com/your-team-name/billing) and log in if necessary.
2. Click on your team's name and the Billing tab.
3. Scroll to the bottom of the page and click the “Cancel Business Class” link to downgrade from Business Class and prevent your card from being billed in the future.",http://www.trello.com/me,https://help.trello.com/article/836-cancel-trello-business-class
Business,Organising,Trello,Annually,$5.00/month,"Note: To cancel, you will need to be a team administrator.
1. Go to your own profile at [https://trello.com/your-team-name/billing](https://trello.com/your-team-name/billing) and log in if necessary.
2. Click on your team's name and the Billing tab.
3. Scroll to the bottom of the page and click the “Cancel Business Class” link to downgrade from Business Class and prevent your card from being billed in the future.",http://www.trello.com/me,https://help.trello.com/article/836-cancel-trello-business-class
Business,Organising,BaseCamp,Business,$99.99/month,"1. Sign in to your account at [https://basecamp.com/welcome-back](https://basecamp.com/welcome-back)
2. Click on Adminland in the top right hand corner of the homepage beneath your avatar.
3. Once in Adminland, scroll down until you see the Owner Actions. Click on the option in orange to cancel the account.
4. Click on Cancel my account once more. You may want to export your data first.",https://basecamp.com/welcome-back,https://3.basecamp-help.com/article/156-cancel-your-basecamp-account
Business,Social media,Hootsuite,Professional,£25.00/month,"1. Sign in to your Hootsuite dashboard: [https://hootsuite.com/login](https://hootsuite.com/login)
2. Click your profile picture in the top-right corner of the dashboard, and then select Billing & Plan Changes.
3. Click Cancel my subscription.
4. Click the Cancel subscription button to confirm.
5. Review the features you will no longer have access to, and then click Confirm downgrade.",https://hootsuite.com/login,https://help.hootsuite.com/hc/en-us/articles/204596100-Downgrade-your-Hootsuite-account-or-trial
Business,Social media,Hootsuite,Team,£99.00/month,"1. Sign in to your Hootsuite dashboard: [https://hootsuite.com/login](https://hootsuite.com/login)
2. Click your profile picture in the top-right corner of the dashboard, and then select Billing & Plan Changes.
3. Click Cancel my subscription.
4. Click the Cancel subscription button to confirm.
5. Review the features you will no longer have access to, and then click Confirm downgrade.",https://hootsuite.com/login,https://help.hootsuite.com/hc/en-us/articles/204596100-Downgrade-your-Hootsuite-account-or-trial
Business,Social media,Hootsuite,Business,£520.00/month,"1. Sign in to your Hootsuite dashboard: [https://hootsuite.com/login](https://hootsuite.com/login)
2. Click your profile picture in the top-right corner of the dashboard, and then select Billing & Plan Changes.
3. Click Cancel my subscription.
4. Click the Cancel subscription button to confirm.
5. Review the features you will no longer have access to, and then click Confirm downgrade.",https://hootsuite.com/login,https://help.hootsuite.com/hc/en-us/articles/204596100-Downgrade-your-Hootsuite-account-or-trial
Business,Social media,Buffer,Publish- Pro,$15.00/month,"Cancelling Buffer Publish Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your dashboard and then click Preferences from the drop down menu.
3. Select the Billing tab.
4. Click Cancel Plan.
5. Ensure the Free plan is selected and click Confirm and Switch.

Cancelling Buffer Analyze Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your Analyze dashboard and then click Account from the drop down menu.
3. Under Settings, choose Analyze.
4. Under Billing Method, click Cancel Subscription.",https://buffer.com/pricing/publish,https://support.buffer.com/hc/en-us/articles/360038959953-How-to-cancel-your-subscription-or-delete-your-account
Business,Social media,Buffer,Publish - Premium,$65.00/month,"Cancelling Buffer Publish Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your dashboard and then click Preferences from the drop down menu.
3. Select the Billing tab.
4. Click Cancel Plan.
5. Ensure the Free plan is selected and click Confirm and Switch.

Cancelling Buffer Analyze Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your Analyze dashboard and then click Account from the drop down menu.
3. Under Settings, choose Analyze.
4. Under Billing Method, click Cancel Subscription.",https://buffer.com/pricing/publish,https://support.buffer.com/hc/en-us/articles/360038959953-How-to-cancel-your-subscription-or-delete-your-account
Business,Social media,Buffer,Publish - Business,$99.00/month,"Cancelling Buffer Publish Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your dashboard and then click Preferences from the drop down menu.
3. Select the Billing tab.
4. Click Cancel Plan.
5. Ensure the Free plan is selected and click Confirm and Switch.

Cancelling Buffer Analyze Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your Analyze dashboard and then click Account from the drop down menu.
3. Under Settings, choose Analyze.
4. Under Billing Method, click Cancel Subscription.",https://buffer.com/pricing/publish,https://support.buffer.com/hc/en-us/articles/360038959953-How-to-cancel-your-subscription-or-delete-your-account
Business,Social media,Buffer,Analyze - Pro,$35.00/month,"Cancelling Buffer Publish Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your dashboard and then click Preferences from the drop down menu.
3. Select the Billing tab.
4. Click Cancel Plan.
5. Ensure the Free plan is selected and click Confirm and Switch.

Cancelling Buffer Analyze Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your Analyze dashboard and then click Account from the drop down menu.
3. Under Settings, choose Analyze.
4. Under Billing Method, click Cancel Subscription.",https://buffer.com/pricing/publish,https://support.buffer.com/hc/en-us/articles/360038959953-How-to-cancel-your-subscription-or-delete-your-account
Business,Social media,Buffer,Analyze - Premium,$50.00/month,"Cancelling Buffer Publish Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your dashboard and then click Preferences from the drop down menu.
3. Select the Billing tab.
4. Click Cancel Plan.
5. Ensure the Free plan is selected and click Confirm and Switch.

Cancelling Buffer Analyze Subscription:
1. Go to [https://buffer.com/pricing/publish](https://buffer.com/pricing/publish) and log in if necessary.
2. Click on your profile avatar at the top right of your Analyze dashboard and then click Account from the drop down menu.
3. Under Settings, choose Analyze.
4. Under Billing Method, click Cancel Subscription.",https://buffer.com/pricing/publish,https://support.buffer.com/hc/en-us/articles/360038959953-How-to-cancel-your-subscription-or-delete-your-account
Business,Accounting,Quickbooks,Simple Start,£5.00/month,"1. Go to [https://c34.qbo.intuit.com/qbo34/login?locale=en_GB](https://c34.qbo.intuit.com/qbo34/login?locale=en_GB) and log in if necessary.
2. Select Settings and then Account and Settings.
3. Select the Billing and subscription tab.
4. In the QuickBooks section, select Cancel subscription or Cancel online.
5. Select Continue to cancel, then select Continue to cancel again (if applicable).
6. Follow the next steps.
7. Select Submit and cancel subscription.
8. Select Got it.",https://c34.qbo.intuit.com/qbo34/login?locale=en_GB,https://quickbooks.intuit.com/learn-support/en-uk/cancel-products-or-services/cancel-your-quickbooks-online-subscription/00/238820
Business,Accounting,Quickbooks,Essentials,£8.00/month,"1. Go to [https://c34.qbo.intuit.com/qbo34/login?locale=en_GB](https://c34.qbo.intuit.com/qbo34/login?locale=en_GB) and log in if necessary.
2. Select Settings and then Account and Settings.
3. Select the Billing and subscription tab.
4. In the QuickBooks section, select Cancel subscription or Cancel online.
5. Select Continue to cancel, then select Continue to cancel again (if applicable).
6. Follow the next steps.
7. Select Submit and cancel subscription.
8. Select Got it.",https://c34.qbo.intuit.com/qbo34/login?locale=en_GB,https://quickbooks.intuit.com/learn-support/en-uk/cancel-products-or-services/cancel-your-quickbooks-online-subscription/00/238820
Business,Accounting,Quickbooks,Plus,£12.00/month,"1. Go to [https://c34.qbo.intuit.com/qbo34/login?locale=en_GB](https://c34.qbo.intuit.com/qbo34/login?locale=en_GB) and log in if necessary.
2. Select Settings and then Account and Settings.
3. Select the Billing and subscription tab.
4. In the QuickBooks section, select Cancel subscription or Cancel online.
5. Select Continue to cancel, then select Continue to cancel again (if applicable).
6. Follow the next steps.
7. Select Submit and cancel subscription.
8. Select Got it.",https://c34.qbo.intuit.com/qbo34/login?locale=en_GB,https://quickbooks.intuit.com/learn-support/en-uk/cancel-products-or-services/cancel-your-quickbooks-online-subscription/00/238820
Business,Accounting,Quickbooks,Self-Employed,£3.00/month,"1. Go to [https://c34.qbo.intuit.com/qbo34/login?locale=en_GB](https://c34.qbo.intuit.com/qbo34/login?locale=en_GB) and log in if necessary.
2. Select Settings and then Account and Settings.
3. Select the Billing and subscription tab.
4. In the QuickBooks section, select Cancel subscription or Cancel online.
5. Select Continue to cancel, then select Continue to cancel again (if applicable).
6. Follow the next steps.
7. Select Submit and cancel subscription.
8. Select Got it.",https://c34.qbo.intuit.com/qbo34/login?locale=en_GB,https://quickbooks.intuit.com/learn-support/en-uk/cancel-products-or-services/cancel-your-quickbooks-online-subscription/00/238820
Business,Accounting,FreshBooks,Lite,£4.44/month,"Note: If you’re looking to downgrade to a lower plan, you’ll need to ensure you’ve reduced the number of active Clients and any Team Members in your account first before downgrading. If you are downgrading to Lite, you'll need to delete any connected Accountant(s) first.

1. Go to [https://www.freshbooks.com/en-gb/](https://www.freshbooks.com/en-gb/) and log in if necessary.
2. Go to the gear icon in the top left corner
3. Then click on Billing and Upgrade and view your ideal plan options (e.g., what the Client limit is)
4. Next, if you have too many Clients, go to the Client section and check the box(es) off next to the Clients you wish to delete (also check in the View Archived Clients page for any archived Clients which count towards the limit too)
5. Next, click on the Actions button
6. Then select Delete
7. If you have any team members (like Accountants) that you no longer need, go to the My Team section
8. Next, check off the boxes and click on the Actions button
9. Then select Delete
10. ​Click on the gear icon in the top left corner again
11. Click on Billing and Upgrade
12. Select Manage Plan
13. Click on the Downgrade button next to the plan you want to downgrade to. You'll be downgraded to the plan you've chosen, and you won't be charged until your next payment is due.",https://www.freshbooks.com/en-gb/,https://support.freshbooks.com/hc/en-us/articles/115011044847-How-do-I-downgrade-or-cancel-my-account-
